visitor_id,session_id,chat_id,assistant_message_count
d3225503-8e4f-4274-9646-370815a68b4f,ff3a3eda-b38c-47bf-b894-0f9068d4084b,1,3
530b8c2e-f17a-4ea7-9ef9-7a150812d003,30114cb9-54a3-4e94-979d-d289d22c4d22,1,1
12070769-faad-4938-b8bd-3e919341e204,666ee55d-551d-4784-bbb5-909c25eae2bc,26,2
12070769-faad-4938-b8bd-3e919341e204,666ee55d-551d-4784-bbb5-909c25eae2bc,26,3
9f1858b1-0ae2-49db-923c-e8b586b0aaf7,60909a6e-4a34-4544-b6b9-f7c7b73fa326,1,1
9f1858b1-0ae2-49db-923c-e8b586b0aaf7,60909a6e-4a34-4544-b6b9-f7c7b73fa326,1,2
9e1f4310-8280-46ee-b577-de97ead13d1a,8d1356d3-4de5-4853-b223-332705b43c7a,1,1
86ddd7c2-7f7e-4ead-bab1-3eae3af69b75,9347f819-fc55-41fc-a460-da660a695605,2,1
0cf9f571-9e68-4be0-8a21-490959920d9b,be25d95c-459a-4f16-949b-b7c6072817d8,1,1
e895bfd6-ae03-47e2-8153-6ab2d8edbb2c,a104b1c8-daf2-4866-9a24-c57282ceeb76,1,2
64709742-f0be-494e-9ea0-d2dd34c5d5fd,9b9398b7-e490-4874-9977-45b7628e982f,1,1
b3bc63af-d1ac-46e0-9d58-82051ed194ee,b81d9b4b-f08a-4140-8824-de797b4bbfb3,8,1
f07b5431-39d4-4c64-aa9c-99ae3933017e,717a13f4-dca5-4400-8593-681b8714b801,2,1
38c2192a-27ae-4d4d-b628-27425dced769,2d59aa24-03f6-417d-8b2a-cf64d5649f68,2,2
ee89a64d-d3c8-4c7a-aefd-314adafb1764,51235511-e888-498d-bb07-26cda693d0eb,2,1
95df7a97-56df-40b2-863c-f27e1e2a4221,4e0a3976-5cc7-4055-b777-8dc0312709d2,1,2
bab6aed6-e54f-4ffa-880b-7cd00bbd6292,a2535bbc-5668-4ad6-883a-6a6939443980,2,4
010fa69d-1fa9-4417-beb9-7ac2230f3400,e58c3b22-3dda-4dc1-8a74-49d2fc3ced04,2,4
38d27cb3-82c9-4221-827f-c10f903aa8ad,b6b79f88-1108-4721-a146-da0959d610ef,1,5
96c97eb0-bb9f-4c9f-8323-c0eda6c2f1c3,9e4baa66-c91e-4d6a-9c60-c69f86c6e03a,1,1
a0a64ddd-40d5-4fde-85bb-24ec9bc6ce09,8227a67d-ba02-42b2-a622-7a9459362492,2,1
75d62820-172e-4e83-8f9e-198e65d27063,2bf6bb9f-3df0-4e2f-b930-388e859337cd,2,3
97b243d9-1b2f-4480-a2ad-beb26f298a49,f7f21db4-57c4-4730-97e1-f75b90b97c66,73,1
c5156b73-9514-4991-b512-dd2096b5f639,db48e425-b754-45cc-8132-8b52098b365c,21,5
3311836e-cb17-4712-b4ab-589e228fd9f3,02f3824f-07ae-4b56-88db-3b4f6b8070b2,1,3
b0a5e409-6df2-4429-b16b-b6f8a9f1662a,f1332cf7-af93-4fb5-8f0e-16e60b504bd7,4,1
31e30148-a857-451a-a71b-932a9f056062,3c64d936-f03c-442d-8b3b-1c819f07f3e5,10,1
e895bfd6-ae03-47e2-8153-6ab2d8edbb2c,a104b1c8-daf2-4866-9a24-c57282ceeb76,2,2
d06f721d-dfda-4010-8e47-528958937fd2,cdbf836f-b3a1-415b-9047-df9bd7ee7e0d,2,2
b3bc63af-d1ac-46e0-9d58-82051ed194ee,c4ba47c3-23e5-4332-a7db-93c3f2156796,4,1
64d62e62-c6dc-48a9-9414-becb7156c791,a525e63b-7ace-438f-b10f-91ff2f460587,2,1
anon_8109e9fa-a490-4cbb-ab21-7c84f9d7dda1,92b1c4a0-16f7-4342-a697-f508e2ff6a48,3,1
ee89a64d-d3c8-4c7a-aefd-314adafb1764,21f3ecd7-ad8b-469d-9abd-c10be464724b,1,5
3a172bb3-b7e5-43f5-84ad-c7cc19e3f39f,d9ebcaeb-43d9-4626-912e-5bafb8dfe0ad,3,3
c88065bb-4263-4727-b0ab-877d7e64e9f0,f6a32efb-1928-4ca9-a167-44897811a49f,5,2
1e673264-8619-4621-964c-2f2a4a2b5061,74d4e4aa-945c-4472-a278-7f2f09738f8d,2,3
85056bd5-bef6-414b-8ab2-13c85b289da9,a62468fc-9003-400a-a5bf-d435e1fcbeef,1,1
62d73081-8940-4214-8daf-09db2d27323a,17616afb-48f2-4f74-b8b2-52f4e36cc566,1,1
c9cdb291-9337-4e77-9208-f3cfb3c1f086,5b06277d-6afe-401a-9522-f944cca36cad,1,2
9ee543d6-34ff-4412-82d5-73e7954d049c,49884e9a-6b10-43f0-9c12-787132440154,9,2
93373cb4-aa2a-41b6-ba5a-8f269e025322,93f571dc-c6c0-4a5a-8001-c2a66835577a,91,2
c5156b73-9514-4991-b512-dd2096b5f639,c25c4720-1c5b-4521-bb9d-138da87d49aa,31,1
b7db306a-9075-4ee7-a495-692d4f58f0c2,fb0393b9-72c8-4727-8c2f-289b51e13243,41,1
97b243d9-1b2f-4480-a2ad-beb26f298a49,f5016d9f-6d4b-4590-9a01-1a9e1b7c9477,79,2
de1f51a4-05d4-4b39-b441-63de1a4c5217,68210904-ee63-4171-817f-690974af70b5,1,3
anon_ecf002a7-3777-43ba-aa33-ee49f440057e,346282b4-b137-4331-8665-00a43a635758,11,2
903de532-dd8b-43c5-9699-e7a448abcfda,287e25ff-9c92-4247-bd1c-12aa707eadb4,37,1
64fc8116-ce8e-4f8e-9b4e-676b6c811cd5,e3daa60f-b8fd-4888-a55f-ae01e8197386,1,5
62b35da9-db31-42e6-98ee-a86268ebd01a,d74b9e20-81a2-4358-8326-3cb248bad9d9,3,1
anon_6bd01da3-cf48-49e3-90f8-c4d464705c1e,f01255a3-13ba-4897-abfc-7ca80e5f407b,1,2
9969f602-0047-4698-9d55-1715c0423277,1f173d48-fab5-4331-8616-57a63f08706a,34,4
cac158eb-9427-41df-96ae-d14bcb84a2f5,ba2a9d6d-ab18-41a1-bfca-bb1f3c1f6ed3,5,1
bab6aed6-e54f-4ffa-880b-7cd00bbd6292,a2535bbc-5668-4ad6-883a-6a6939443980,1,1
90bb40db-50b9-4f2b-96d7-06ac5ddec8af,30cf6c6a-fa93-49e9-9af9-82b05c84f3f9,2,3
